cleaned_text,text_length,hashtag_count,mention_count,uppercase_ratio,controversial_keyword_count,engagement_score,is_verified,troll_label
and so the dnc memo has gone out to all the corrupt propaganda media outlets to start the campaign to shift blame to israel right on cue,140,0,0,0.04285714285714286,0,16.0,0,0
it s completely possible and often the case for multiple parties to be simultaneously understandable yet wholely condemnable when it comes to violent actions israel should not be confining those in the gaza strip to such horrible conditions the settlements need to not only,282,0,0,0.014184397163120567,0,18550.0,0,0
piggy backing off this all the teams are at this very moment taking turns showing political support for the state of israel lol it speaks volumes when certain politics are okay just not kinds certain people don t like lol none of these wack jobs have said a word about it,276,0,0,0.010869565217391304,0,2.0,0,0
Palestinian_Territories Israel breaking any reports of ceasefire talks are false neither israel or hamas currently willing to negotiate,118,0,0,0.1440677966101695,0,702.0,0,0
this scene is being duplicated all across the west bank as countless sheep bleat their goodbyes to their hamas husbands,133,0,1,0.03007518796992481,0,0.0,0,0
leave gaza and hamas fact checkers should be eliminated first retweet if you agree,89,0,0,0.06741573033707865,0,786.0,0,0
police_car_light 23 00 october 8 2023 il time update police_car_light october 8 over 260 people massacred by hamas terrorists at the site of the music festival in re im southern israel lebanon hezbollah fires mortar shells from lebanon towards israel s north idf retaliated egypt egyptian,307,0,0,0.06840390879478828,1,1116.0,0,1
thoughtful and wise from an israeli war correspondent it is a nightmare israel is a very small place and we know of friends who are missing or who have been injured and we are terrified that soon we will start hearing of people we know who lost their,302,0,1,0.026490066225165563,0,3986.0,0,0
the labor government gave 30 million to hamas last month,81,2,1,0.06172839506172839,0,19.0,0,0
incursion is a grotesque description of hamas targeting israeli civilians for murder rape amp kidnapping,110,0,0,0.02727272727272727,1,0.0,0,0
alone breathing fear in the midst of battle where to seek refuge there is none in gaza gaza is just a big prison that israel built for them it isn t a war as netanyahu claims it s an ethnic cleansing broadcast to the whole world Palestinian_Territories,307,3,0,0.05211726384364821,0,574.0,0,0
american intellectual noam chomsky says israel s treatment of palestinia via,112,0,1,0.10714285714285714,0,0.0,0,0
ohsaa high school volleyball tournament go to 2023 southeast division iii girls volleyball sectional district tournament north adams hs peebles hs fairfield hs west union hs lynchburg clay hs amp eastern brown hs,296,6,0,0.4527027027027027,0,0.0,0,0
my guess is israel is not going to fight a proxy war through hamas hezbollah etc they will aim to inflict great damage in the depths of iran in mossad director david barnea s words the iranian regime no longer has no room for denial and above all it has no immunity,275,0,0,0.04727272727272727,0,237.0,0,0
i officials amp supporters threatening to burn to the ground as if they didnt do it before but still ian resistance exist amp grow stronger with every hit is a just amp deserved cause despite all defmation efforts from israel amp allies,294,5,0,0.027210884353741496,0,0.0,0,0
warning breaking Israel s military political cabinet has voted to invoke article 40 aleph marking an official declaration of war this step has not been taken since the 1973 yom kippur war within the next 12 hours the israel defense forces are going to launch a military,279,1,0,0.06810035842293907,0,243.0,0,0
israel commits war crime after war crime on the people of gaza as it has done for 75 years and still the conflict is called unprovoked still palestinians are painted as the main aggressor still any resistance is framed as further reason they should be jailed and brutalised,279,0,0,0.010752688172043012,0,1337.0,0,0
academics are openly admitting that decolonisation is code for slaughtering jews israelis are not colonists the jews belong in israel that is their homeland they have nowhere to go so decolonisation of a people with nowhere to go is simple genocide eradicating them,304,0,0,0.05263157894736842,1,3604.0,0,1
one cannot argue both sides of an issue only palestinians are under to military rule the only people who have their homes taken for illegal israeli settlements are palestinians only palestinians are experiencing forced evictions apartheid laws only affect the,305,0,2,0.029508196721311476,1,858.0,0,1
my piece in about hamas war on israel palestinian terrorists have shown their fight is not about settlements checkpoints or the myriad other policies that israelis and palestinians squabble over this weekend we saw what militant palestinians and their,275,0,1,0.03272727272727273,1,1609.0,0,1
it s a foregone conclusion that of the 7m illegal immigrants released into the u s by biden so far any number of proxies funded by the state sponsors of hamas and hezbollah are now likely embedded within the american population,231,0,0,0.03463203463203463,0,13.0,0,0
police_car_light breaking there will be no food no fuel no electricity a complete siege of a complete war crime if there ever was one 2 2 million living in an open air illegal prison for nearly 17 years 1 2 of which are children,274,3,2,0.08394160583941605,0,2372.0,0,0
someone made an excellent point to me today if you support the oppressed population of gaza that does not make you a supporter of hamas it s a propaganda tool to prevent the curious examining just how inhumane the existence of the palestinian people is it has been used for,304,0,0,0.07236842105263158,0,446.0,0,0
i suggest you dont fuck with my sis,35,0,0,0.02857142857142857,0,3.0,0,0
it too often gets overlooked that hamas and iran s started objective is the annihilation of israel and jews it s not a two state solution they ve been offered that and refused their goal is ending israel and jews you can t negotiate with people who refuse to move from this,277,0,0,0.039711191335740074,0,415.0,0,0
my roommate say ein woman dey come so make i excuse am room wey we all go bank go pay loudly_crying_face,87,0,0,0.022988505747126436,0,9.0,0,0
police_car_light israeli prime minister citizens of gaza leave gaza we will not leave an inch hamas will now face the revenge of israel the israeli people must show unity we are at war hence proved all was pre planned by isreal terriost to take control of ghaza,290,0,0,0.07241379310344828,0,236.0,0,0
cutting off water to an entire population is a war crime israel has been depriving the nearly 2 5 million palestinians in gaza of food electricity amp prohibiting entry into gaza of medicines and the basics of life for over 15 years,293,0,0,0.051194539249146756,0,3001.0,0,0
the war against israel is just that there is no nuance or complication hamas are demon possessed terrorists who hate jews and are simply trying to kill as many jews as possible the stateless arabs in amp the west bank are descendants of refugees of an arab war against,306,1,0,0.0457516339869281,2,2982.0,0,1
palestinian muslims have the right to retaliate against the occupation of zionists the llegitimate zionist israel has illegally occupied palestinian land for the past 75 years zionists from all over the world were brought in to settle after demolishing palestinian homes the,277,0,0,0.036101083032490974,0,357.0,0,0
for me israel palestine was always simple one people the jews were persecuted all through western history and finally got a homeland another people the palestinians were already living on the land and were also promised a homeland they got military occupation 56,279,0,0,0.03225806451612903,0,55.0,0,0
my heart breaks for louk family all shani did was attend a festival amp she was cold bloodily murdered and butchered while hamas cheered with high capacity assault rifles amp weapons what about those guns you going to confiscate those as well face_with_rolling_eyes,270,0,1,0.04814814814814815,1,0.0,0,0
israel s siege of gaza cutting off electricity stopping all food and fuel supplies is nothing short of a war crime,116,0,0,0.017241379310344827,0,952.0,0,0
a shocking number of people don t seem to understand that there is a limit to the amount of mistreatment people will endure to stay alive at some point people snap like after 75 years of apartheid for example,210,0,0,0.0,1,16.0,0,1
reminder israel pulled out of gaza in 2005 reminder egypt mans the southern most border with gaza reminder rather than turning gaza into an independent state palestinians elected the hamas terror group and have turned a once flourishing land into a jihadi terror camp,304,0,0,0.049342105263157895,0,1857.0,0,0
in gaza 97 of water is unfit for drinking 56 live in poverty 64 of youth are unemployed 80 are reliant on international aid 70 are refugees and 100 are trapped under israeli siege occupation and endless bombing campaigns the timeline didn t begin today,290,0,0,0.017241379310344827,0,6904.0,0,0
lmao he helped marxify harvard he supported and still supports blm which is essentially an american hamas these jewish marxists have brought it on themselves and i ve spent the last 3 years telling them that s what they re doing attack your allies and befriend your enemies,279,0,0,0.06810035842293907,0,31.0,0,0
Palestinian_Territories Israel the israeli palestinian marathon continues how the israeli palestinian conflict is perceived around the world the colour of your skin your religion the type of media you watch and your political views determine where we stand on the never ending israeli palestinian,301,0,0,0.03986710963455149,0,233.0,0,0
western leaders need to learn to stay ideologically neutral when it comes to the tribal warfare of populations in other countries we can denounce violence but to put ourselves in the middle and take sides only add more fuel to an already volatile situation hamas launched a,277,0,0,0.01444043321299639,0,512.0,0,0
this is actually pretty normal imo lmao woman_shrugging_medium light_skin_tone,45,0,0,0.022222222222222223,0,6.0,0,0
to clarify grant authorizing the liquidation of the buffalo is one of the great crimes against nature ever committed and bore fruit in the great dust bowl that perminantly destroyed the top soil of large areas of the south west utterly without honor,253,0,0,0.015810276679841896,1,82.0,0,1
this place will blow your mind smirking_face pushpin cachoeira castelhano brazil Brazil,235,12,0,0.08085106382978724,0,107.0,0,0
where is the condemnation from the left this is one of their own confirmed as a young german women tourist who was attending a music peace concert supporting gaza murdered by hamas terrorists and the left is silent where is your crying about war crimes now,274,0,0,0.025547445255474453,2,1.0,0,1
this is no time for the bbc to call hamas terrorists anything but what they are via,114,0,1,0.09649122807017543,1,0.0,0,1
israel or palestine you mean laurel or yanny,46,0,0,0.10869565217391304,0,0.0,0,0
celebrating mass murder the rape and murder of children amp kidnapping look upon the face of evil,103,0,0,0.019417475728155338,3,1.0,0,1
based on these words and support of leaders around the world a real firestorm is coming in gaza it makes me terribly sad unlike hamas which didn t give civilians the courtesy of getting out before specifically targeting them israel is giving palestinians a chance to get,281,0,0,0.03202846975088968,0,295.0,0,0
gaza war this is where things are midway through day 2 the idf has cleaned up the vats majority of hamas invasion of the gaza corridor there are sporadic battles and terror incidents still occurring there much less rocket fire and much more idf airstrikes 1 2,265,0,0,0.07547169811320754,0,252.0,0,0
don t miss the new dak special on underdog fantasy all he needs is 1 yard tonight use code ray at signup to unlock this special amp get your first deposit matched up to 500 free money,244,0,0,0.0860655737704918,0,2.0,0,0
Israel israel working on the elimination of hamas from the gaza strip this is the hamas own doing they re a terrorist group fighting for their own benefit and for the benefit of the iran russia axis not the people of palestine,253,0,0,0.023715415019762844,1,316.0,0,1
the gaza strip as a palestinian entity will become a thing of the past if they turn off the water your options are leave or die and once it s a relatively empty urban wasteland anyone who s left is gonna be fair game after they finally get rid of one of the constant thorns,284,0,0,0.02464788732394366,0,746.0,0,0
it is time to eradicate this scum they are nothing more than a plague that seeks to destroy humanity,251,11,0,0.0796812749003984,3,1.0,0,1
re for those spouting it s palestinians fighting for freedom amp hamas are freedom fighters in 2007 hamas seized the gaza strip from the palestinian fatah party amp promptly executed amp killed lots of palestinians thus ruining any chance of a palestinian state,308,1,0,0.048701298701298704,1,504.0,0,1
for decades israel has demanded the unquestioning surrender of its victims and refused to accept defiance in any form including nonviolent resistance,176,0,0,0.03409090909090909,0,384.0,0,0
the palestinian people have limited self government in the west bank and gaza strip but they are not sovereign the israeli government has built settlements in the west bank which are considered illegal under international law these settlements have fragmented the west bank,277,0,0,0.04693140794223827,0,2245.0,0,0
2 200 wounded relatives of missing issue impassioned pleas for help after 36 hours idf still tackling terrorists in several communities some israelis evacuated from border areas cc the times of isreal,208,0,0,0.028846153846153848,1,0.0,0,0
pray for us american woman hides for hours in home near gaza as hamas terrorists attack,138,0,0,0.16666666666666666,1,86.0,0,1
can you accept my invitation so that i can get 5 free gifts i m claiming 5 free gifts valued at 208 05,131,0,0,0.061068702290076333,0,0.0,0,0
i think what celeb midwits dont understand is that there is a possibility for evil wrong beyond oppression that there is a difference between oppressed and terrorised israel is not oppressed by hamas its terrorised by hamas gaza is oppressed by hamas palestine is,273,0,0,0.02197802197802198,1,3777.0,0,1
abu obaida told al jazeera that hamas would kill one hostage every hour should israel strike civilian homes in gaza without warning,158,0,0,0.08860759493670886,1,0.0,0,0
im crying literally loudly_crying_face loudly_crying_face loudly_crying_face hasbunallah wa ni mal wakil please help the people of gaza palestine loudly_crying_face,110,1,0,0.05454545454545454,0,4.0,0,0
took this earlier camera_with_flash United_Kingdom saluting_face,22,0,0,0.045454545454545456,0,0.0,0,0
do not look away or attempt to justify this several rape victims appear to have been later executed others were taken to gaza in photographs released online you can see several paraded through the city s streets blood gushing from between their legs,281,1,0,0.03202846975088968,0,1.0,0,0
praying for israel and peace folded_hands crying_face,31,0,0,0.0967741935483871,0,0.0,0,0
palestine discourse surrounding international law is highly selective because people appeal to international law for legal justifications of armed resistance but then for resolving the conflict people say pre 1967 boundaries are illegitimate,242,0,0,0.012396694214876033,0,1.0,0,0
payday monsanto welcome to gaza via,70,0,1,0.1,0,0.0,0,0
hamas did attack israel on october 7 the 5th day of sukkot and yes israel did say they considered it an act of war now america is indeed sending over its largest warship and egypt is indeed sending over fighter jets ww3 seems possible japan is growing a giant fissure,281,0,0,0.046263345195729534,0,2.0,0,0
my only question is why is gaza still existent at this point take it out all of it what are you waiting for needs to obliterate that place without mercy,169,0,1,0.023668639053254437,0,0.0,0,0
among many other issues that new tw tt r has created i am discouraged by the lack of credible news and thought pieces around major events particularly what is happening in israel hitting my algo can anyone provide top pieces from journos or thought leaders i need to read,279,0,0,0.021505376344086023,0,7.0,0,0
simplifying palestine israel conflict read slowly till end hindus were original inhabitants of kashmir which was 100 hindu till 1300ad but thru massacres till 1990 by radical terrorists last hindu lot was driven out suppose after a 100 years kashmiri hindus return to,304,0,0,0.08223684210526316,1,8077.0,0,1
big breaking news israel ready for very big operation netanyahu says we are going to avenge this black day we will turn all the places where hamas is hiding into ruins residents of gaza get out of there now fire fire after 15 hours of fighting the idf announces it has,298,0,0,0.13087248322147652,0,3539.0,0,0
israel has cut off all electricity food fuel and goods to gaza nothing gets in or out as gaza s occupier israel controls the air borders sea imports and exports netanyahu has promised unprecedented vengeance over 500 palestinians have already been massacred,275,0,0,0.03272727272727273,0,738.0,0,0
and now israel has the excuse to burn destroy genocide and exile the palestinian people all they had to do was shot off the iron dome leave 80 of the border unguarded not respond to calls of distress from israeli settlers for 6 hours and leave innocent israeli,305,0,0,0.04590163934426229,2,662.0,0,1
one has only to watch videos of daily life in gaza to realize that claims of occupation and oppression and the entire absurd laundry list are a joke tall modern buildings immaculate shopping malls every bit of modern society uninterrupted electricity water and gas no,282,0,0,0.01773049645390071,0,1651.0,0,0
okay so let me get this straight israel been terrorizing palestine using the idf for years and hama is fighting back against israel for palestinians and so far 200 people have died,182,0,0,0.04945054945054945,0,239.0,0,0
israel s netanyahu vows mighty vengeance against hamas after attack,93,0,0,0.07526881720430108,0,1.0,0,0
if jews have the right to claim jerusalem amp all of palestine indigenous people worldwide can move into any millionaires beachfront properties without consequence claim trillions in resources they ll give it up quietly just like palestinians face_with_rolling_eyes,253,0,0,0.02766798418972332,0,4.0,0,0
pm netanyahu s we are in a war not an operation hamas launched a murderous attack against the state of israel and its citizens i ordered to cleanse the settlements of the militants who had infiltrated the enemy will pay an unprecedented price,273,0,0,0.05128205128205128,1,355.0,0,1
it has not always been a fair fight since the beginning gaza is known as the largest open air prison people who live there cannot go in or out of their own land their waters electricity and other necessities are being controlled by israel they do not have domes or shelters,303,0,0,0.033003300330033,0,2716.0,0,0
the tragic scenes unfolding in palestine and israel are a chilling reminder of the horrors that occupation creates and the urgency of dismantling israel s blockades and apartheid system,212,0,0,0.0330188679245283,1,481.0,0,1
i have an 80 3pt and middy and an 84 free throw my meter is only on for layups and free throws but why is my window so small,172,0,2,0.05813953488372093,0,1.0,0,0
aggression started by settlers and israeli forces murdering innocent palestinians labib dmeidi abdel rahman ata amp huthaifa faris muhammad rummana and jamil majthoub,259,5,0,0.09266409266409266,1,6.0,0,1
nightly update from the idf this has been a tragic 2 days many israelis have been massacred and many have been kidnapped and are now hostages 100 000 000 reservists have been mobilized hamas will be eliminated,214,0,0,0.037383177570093455,0,0.0,0,0
i thought the un was in a deep sleep i m glad you woke up again what s the purpose of if it can t bring everyone to the table to call for an immediate ceasefire instead of taking sides and fueling war as trump said the un is like a club for leaders to hang out,312,0,4,0.04807692307692308,0,341.0,0,0
tl today free palestine i stand with israel doja cat is a nazi clown sightings ou texas drake bi,106,0,0,0.018867924528301886,1,3.0,0,0
the scenes of devastation inflicted on palestinian civilians in the gaza strip are harrowing the international impunity israel enjoys is a moral political and legal stain affront to humanity and basic decency as well as the principles of international law any attempt to,274,0,0,0.025547445255474453,0,1913.0,0,0
israel s image of invincibility is not shattered now but it was shattered decades ago when iran entered the chat,138,0,0,0.036231884057971016,0,0.0,0,0
latest idf says that over 900 israelis have been killed and over 30 hostages have been taken in the hamas attacks,139,0,0,0.1079136690647482,1,58.0,0,1
spokesman for our objective is that at the end of this war hamas will no longer have any military capability to threaten israeli civilians with to make sure that hamas is not able to govern the gaza strip,239,0,1,0.05439330543933055,0,271.0,0,0
free my friends from the bare minimum,37,0,0,0.02702702702702703,0,2.0,0,0
have a gifted young core of everyday players they have to lock those guys up now before the price gets too high also need to sign a few veteran pitchers in free agency to guide their young starting rotation could be a force for years to come,253,1,0,0.015810276679841896,0,0.0,0,0
they re readying more troops than the russians sent in their first wave to take ukraine gaza has lt 3 of the population ukraine had at the beginning of the russian war in ukraine,185,0,0,0.043243243243243246,0,38.0,0,0
hamas operation is no surprise for those who were following the development in west bank and al aqsa this year is the deadliest since 2005 with over 270 palestinians killed in west bank the growing israel settler violence was on the rise as well hamas response was expected,278,0,0,0.04316546762589928,1,303.0,0,1
like a horror movie free palestine Palestinian_Territories,38,0,0,0.07894736842105263,0,0.0,0,0
israeli defense minister orders total siege on gaza there will be no electricity no food no fuel we are fighting human animals and we will act accordingly this is a war crime article 33 of the geneva convention no protected person may be punished for an offence he,309,0,0,0.08737864077669903,0,474.0,0,0
7 evacuating all settlements hamas soon took control establishing a quasi state under sharia law their recent assault backed by iran aimed to harm as many israelis as possible these acts rooted in radical islamic fundamentalism are formally aimed at destroying israel,276,0,0,0.028985507246376812,1,258.0,0,1
murder abduction and destruction are the ideologies behind the zionist movement that established the state of israel it seems you are either disconnected from reality or ignorant your alleged state was founded on the complete erasure of around 500 palestinian,313,1,3,0.03194888178913738,1,232.0,0,1
my dms flooded with ppl who want me to put the some outfits together loudly_crying_face face_with_tears_of_joy face_with_tears_of_joy im not doing ts for free no more iwl,109,0,0,0.027522935779816515,0,0.0,0,0
the images and reports of violence against innocent israeli citizens are despicable and atrocious no equivocation is acceptable msm hack contributors and others blaming both sides or calling for a mutual ceasefire are contributing to hamas propaganda hamas has controlled,281,0,0,0.028469750889679714,0,525.0,0,0
israel will turn gaza into hiroshima,37,0,0,0.08108108108108109,0,0.0,0,0
what you say about the palestinian resistance today you would have said about the zob a few decades ago,131,0,0,0.07633587786259542,0,3.0,0,0
urgent oct 19 22 needs volunteers both online and in person please email tracy com to access the schedule at least 4 hrs free ticket roles support presenters elder exhibitors mealtimes zoom support active listeners registration sales more,307,1,1,0.06188925081433225,0,8.0,0,0
yes quite literally palestine had to file paperwork to be freed and they have refused to on many different occasions also you are conveniently ignoring the fact that they are specifically targeting kidnapping raping and murdering civilians,287,0,1,0.020905923344947737,1,539.0,0,1
call it by its 𝒑𝒓𝒐𝒑𝒆𝒓 𝒏𝒂𝒎𝒆 israeli military right_arrow occupational forces democracy right_arrow apartheid state gaza strip right_arrow open air prison insurgents militants right_arrow resistance against occupying forces disputed territory right_arrow occupied land israel gaza war right_arrow occupation,281,0,0,0.08540925266903915,1,310.0,0,1
red_circle recap as of 1 40 gmt 1 nearly 300 israelis have been killed and 1 600 wounded while at least 232 palestinian have been killed and nearly 1 700 wounded the numbers are likely to rise for both sides 2 israeli commander of the nahal infantry brigade col,281,2,0,0.06761565836298933,2,702.0,0,1
i keep hearing the same talking points about stolen land israel s occupation blah blah blah here are some facts israel forced jews to leave gaze in 2005 in 2007 hamas took over the territory and used it as a base for terror operations,241,0,0,0.03319502074688797,0,500.0,0,0
international law isn t something you pick and choose from it prohibits hostage taking indiscriminate killing the targeting of civilians and collective punishment it forbids the crime of apartheid it has deemed this prolonged occupation and the blockade of gaza illegal,276,0,0,0.018115942028985508,2,5909.0,0,1
